Title,sitelink,description,logo,categories,sub-category,tags,weight,recommend,Content
暗网最受欢迎网址导航 （Onion域名）,https://onion666.com/,暗网最受欢迎网址导航 （Onion域名）,,,,onion,10,2,"<img class=""r-4qtqp9 r-dflpy8 r-sjv1od r-zw8f10 r-10akycc r-h9hxbl"" title=""警车旋转灯"" draggable=""false"" src=""https://1984a.com/wp-content/uploads/2024/04/1f6a8.svg"" alt=""?"" width=""20.390625"" height=""20.390625"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""4de413bf-78fd-42dc-95f6-1f8f1ecfa868"" /><span class=""css-901oao css-16my406 r-poiln3 r-bcqeeo r-qvutc0"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""4de413bf-78fd-42dc-95f6-1f8f1ecfa868"">危险！ 这是暗网导航网站 访问请自己承担后果</span><img class=""r-4qtqp9 r-dflpy8 r-sjv1od r-zw8f10 r-10akycc r-h9hxbl"" title=""警告标志"" draggable=""false"" src=""https://1984a.com/wp-content/uploads/2024/04/26a0.svg"" alt=""⚠️"" width=""20.390625"" height=""20.390625"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""4de413bf-78fd-42dc-95f6-1f8f1ecfa868"" /><span class=""css-901oao css-16my406 r-poiln3 r-bcqeeo r-qvutc0"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""4de413bf-78fd-42dc-95f6-1f8f1ecfa868""> 再次警告 访问请自己承担后果</span>"
美国地址生成器,https://www.meiguodizhi.com/,世界各国身份、地址信用卡生成器,,,,meiguodezhishengchengqi,10,2,"随机生成美国地址, 身份信息，信用卡信息，手机号码和其他基本信息。还会随机生成工作信息，财务信息，兴趣爱好等信息。"
游戏天堂,https://www.zzzzz688.com/,游戏天堂-全球PC游戏破解下载站,,,,youxitiantang,10,2,"<h3><span id=""you_xi_tian_tang"">游戏天堂</span></h3>
游戏天堂，一个全球<strong>PC游戏破解下载站</strong>，网站收集全球<strong>各种流行热门的pc游戏</strong>，<strong>提供各种PC破解游戏的下载</strong>，游戏追求高质量资源所以发布前已测试过98%安全无毒，所有内容真实可参与分享，每款游戏都有说明、教程、安装步骤、破解步骤等等，非常不错PC游戏破解下载站。

<img class=""alignnone size-full wp-image-1045"" src=""https://1984a.com/wp-content/uploads/2023/09/1e457-ce258-微信截图_20230917221613.jpg"" alt="""" width=""1530"" height=""771"" />

&nbsp;"
磁力搜索,https://so.btgpt.net/,磁力搜索-干净简洁的磁力搜索引擎,,网盘搜索,,1699,10,2,"<h1 class=""post-title mb-2 mb-lg-3"">磁力搜索-干净简洁的磁力搜索引擎</h1>
<h2><span id=""ci_li_sou_suo"">磁力搜索</span></h2>
磁力搜索是一个干净简洁的磁力搜索引擎，资源丰富，输入电影、电视名、女演员等等磁力链接资源名称即可搜索，无需注册登录，非常简洁方便。"
Stable Audio,,Stable Audio-免费人工智能AI音乐生产器 可商用,,AI导航,AI音频创作,stable-audio,10,2,"<h1 class=""post-title mb-2 mb-lg-3"">Stable Audio-免费人工智能AI音乐生产器 可商用</h1>
<h2><span id=""Stable_Audio_shi_shen_me"">Stable Audio是什么</span></h2>
Stable Audio是一款由Stability AI 推出的免费人工智能AI音乐生产器，用于音乐和声音效果的生成人工智能，根据用户提供的文本提示生成音乐和声音效果，无论是初学者还是专业人士，都可以使用人工智能制作原创音乐和音效，而且还支持商用。Stable Audio 背后的 AI 模型是根据我们的合作伙伴AudioSparx 的音乐进行训练的。

<img class=""alignnone size-full wp-image-1050"" src=""https://1984a.com/wp-content/uploads/2023/09/1dcf8-微信截图_20230917232521.jpg"" alt="""" width=""1918"" height=""921"" />"
talkme.,https://www.talkme.ai/, “我体验过很多AI语言学习产品，TalkMe无论是体验还是细节都是最好的！加油！,,AI导航,,talkme-2,10,2,“我体验过很多AI语言学习产品，TalkMe无论是体验还是细节都是最好的！加油！
"2,500+ ChatGPT Prompt Templates",https://ignacio-velasquez.notion.site/2-500-ChatGPT-Prompt-Templates-d9541e901b2b4e8f800e819bdc0256da,"2,500+ ChatGPT Prompt Templates",,AI导航,,2500-chatgpt-prompt-templates,10,2,"2,500+ ChatGPT Prompt Templates
<div id=""gtx-trans"" style=""position: absolute; left: 281px; top: 68px;"">
<div class=""gtx-trans-icon""></div>
</div>"
Breaking News English,https://breakingnewsenglish.com/,免费在线分级英语学习网站   把当前热门新闻编写成不同难度等级的英语学习素材  并配有英语阅读材料、语音文件和练习题在线测验等  帮助学习者提高英语阅读和听力能力，学地道的英语,,教育导航,,breaking-news-english,10,2,"免费在线分级英语学习网站 把当前热门新闻编写成不同难度等级的英语学习素材 并配有英语阅读材料、语音文件和练习题在线测验等 帮助学习者提高英语阅读和听力能力，学地道的英语

Breaking News English Lessons: Easy English World News Materials - ESL"
100+老师ChatGPT提示模版：100+ Teachers Prompt Templates,https://ignacio-velasquez.notion.site/100-Teachers-Prompt-Templates-697882b7b57e4396af16b8e93554b510,100+老师ChatGPT提示模版：100+ Teachers Prompt Templates,,AI导航,,100chatgpt100-teachers-prompt-templates,10,2,"<h1 class=""post-title mb-2 mb-lg-3"">100+老师ChatGPT提示模版：100+ Teachers Prompt Templates</h1>
<div class=""article-meta"">
<h2><span id=""100_Teachers_Prompt_Templates"">100+ Teachers Prompt Templates</span></h2>
100+ Teachers Prompt Templates，100+老师ChatGPT提示模版，一份在线Notion文档，收录了100+老师角色ChatGPT提示模版，例如代数老师、美术老师、翻译家、绘画老师等等，可以快速帮助用户高效使用ChatGPT，不过提示模版是英文的，可以使用翻译或者直接使用。

</div>"
Obooko,https://www.obooko.com/,Obooko-免费英文电子书下载 PDF和ePub等 下载无限制,,,,obooko,10,2,"<h1 class=""post-title mb-2 mb-lg-3"">Obooko-免费英文电子书下载 PDF和ePub等 下载无限制</h1>
<h2><span id=""Obooko_shi_shen_me"">Obooko是什么</span></h2>
Obooko是一个在线免费英文电子书下载 网站，提供包括小说、非小说类和免费教科书等等类型电子书下载，格式包括PDF和ePub、Kindle等等，而且每本电子书质量都有保证，所有免费电子书在分发之前都会经过病毒和恶意软件检查，所有电子书都不收费、无限制使用下载书。

<a href=""https://cdn.statically.io/gh/aoocar/picx-images-hosting@master/Obooko-免费英文电子书下载-PDF和ePub等.471ovye9p3c0.webp"">https://cdn.statically.io/gh/aoocar/picx-images-hosting@master/Obooko-免费英文电子书下载-PDF和ePub等.471ovye9p3c0.webp</a>
<div class=""article-meta""></div>"
"在线美剧天堂,在线日剧推荐,在线韩剧网",https://jiohub.top/,高清国内外在线影视网站  目前网站收录了国内外的热门电影、美剧、日剧、韩剧、动漫、纪录片等等类型影视  片源质量比较高，而且网站比较简洁，非常干净,,娱乐休闲,,zaixianmeijutiantangzaixianrijutuijianzaixianhanjuwang,10,2,高清国内外在线影视网站 目前网站收录了国内外的热门电影、美剧、日剧、韩剧、动漫、纪录片等等类型影视 片源质量比较高，而且网站比较简洁，非常干净
16K - 图片资源库,https://16k.club/,16K图片资源库,,,,16k,10,2,"telegram美图,twitter美图,pixiv美图,图片精选,图片分享
<div id=""gtx-trans"" style=""position: absolute; left: 705px; top: 68px;"">
<div class=""gtx-trans-icon""></div>
</div>"
Adobe在线工具,https://new.express.adobe.com/,Adobe在线工具,,,,adobe,10,2,Adobe在线工具
midlibrary.io,https://midlibrary.io/,Midjourney 作品集风格AI图库 Midjourney提示词资源-Midlibrary,,AI导航,,1715,10,2,"<h1 class=""post-title mb-2 mb-lg-3"">Midjourney 作品集风格AI图库 Midjourney提示词资源-Midlibrary</h1>
<div class=""article-meta"">
<h2><span id=""Midlibrary_shi_shen_me"">Midlibrary是什么</span></h2>
Midlibrary是一个在线Midjourney 作品集风格的AI图库，提供各种类型风格的AI作品集和Midjourney提示词资源，能为我们生成不同风格样式的 AI 图像提供便捷的参考，目前收录了3939种适用于Midjourney AI的流派、艺术运动、技巧、标题和艺术家风格库，涵盖建筑师、艺术技巧、设计师、时尚设计师、电影制片人、流派+艺术运动、插画家、画家、摄影师、街头艺术家等等。

<img class=""alignnone size-medium"" src=""https://1984a.com/wp-content/uploads/2024/04/Midjourney-作品集风格AI图库-Midlibrary-01.pyjdyz0uogw.webp"" width=""1964"" height=""2128"" />

<img class=""alignnone size-medium"" src=""https://1984a.com/wp-content/uploads/2024/04/Midjourney-作品集风格AI图库-Midlibrary-2-scaled.4sfdludmq8y.webp"" width=""2031"" height=""2560"" />

&nbsp;

</div>"
雅思机考模拟系统,https://cdielts.gelielts.com/,雅思官方推出：雅思机考模拟系统 在线模拟雅思真题考试,,教育导航,,yasijikaomonixitong,10,2,"<h3><span id=""ya_si_ji_kao_mo_ni_xi_tong_jie_shao"">雅思机考模拟系统介绍</span></h3>
<p class=""文章来源于A姐分享：www.ahhhhfs.com"">雅思官方推出哥免费的雅思机考模拟系统，可以在线练习雅思考试，如果准备考雅思的同学，可以到雅思的官网注册一个账号试试，目前模考系统中提供了学术类和培训类的两种模考真题。最终反馈成绩结果只有阅读和听力两个部分，等级是按照欧洲语言共同参考框架（CEFR）等级的形式来评价的，需要的可以测试一下自己的水平。</p>
<img class=""alignnone size-medium"" src=""https://1984a.com/wp-content/uploads/2024/04/1655613987-4a429cadfcca9fe.5n7lhh7bg5k0.webp"" width=""1524"" height=""1080"" />

注册没有什么门槛，无需支付费用，只需要填个名字和邮箱即可，注册信息可以随便填的，不过，邮箱一定要在使用的，因为考试的结果会发送到你的注册邮箱<img class=""alignnone size-medium"" src=""https://1984a.com/wp-content/uploads/2024/04/1655613982-2bdfbf05e52c2bd.78o132xss9c0.webp"" width=""1635"" height=""1080"" />

&nbsp;"
xunshu寻书,https://www.xunshu.xyz/,xunshu寻书-免费电子书聚合搜索引擎 找书不求人,,网盘搜索,,xunshu,10,2,"<h2><span id=""xunshu_xun_shu_shi_shen_me"">xunshu寻书是什么</span></h2>
xunshu寻书是一个免费电子书聚合搜索引擎、简单的读书导航网站，聚合多个Zlibrary、安娜的档案、Library Genesis、鸠摩等等著名的电子书搜索引擎，文档、 电子书、电子书导航、文档搜索引擎，一站式搜索导航，想要搜索什么直接搜索即可，方便快速切换不同电子书搜索引擎搜索，方便快速导航搜索全网资源，读书学习必备导航站、聚合搜索工具。

<img class=""alignnone size-medium"" src=""https://1984a.com/wp-content/uploads/2024/04/微信截图_20230929175346.572r9xbj6740.webp"" width=""1768"" height=""907"" />"
即时工具,https://www.67tool.com/,即时工具-致力打造即用即走型在线工具箱,,,,jishigongju,10,2,"<span class=""css-901oao css-16my406 r-poiln3 r-bcqeeo r-qvutc0"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""22ce6b30-bfb9-4ac1-b2ec-493fa8661885"">发现了一个超级实用的在线工具集网站——即时工具</span><img class=""r-4qtqp9 r-dflpy8 r-sjv1od r-zw8f10 r-10akycc r-h9hxbl"" title=""扳手"" draggable=""false"" src=""https://1984a.com/wp-content/uploads/2024/04/1f527.svg"" alt=""?"" width=""18"" height=""18"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""22ce6b30-bfb9-4ac1-b2ec-493fa8661885"" />

<span class=""css-901oao css-16my406 r-poiln3 r-bcqeeo r-qvutc0"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""22ce6b30-bfb9-4ac1-b2ec-493fa8661885"">链接：</span><a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1cvl2hr r-1loqt21 r-poiln3 r-bcqeeo r-qvutc0"" dir=""ltr"" role=""link"" href=""https://t.co/RS5NDvHqj2"" target=""_blank"" rel=""noopener noreferrer nofollow"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""22ce6b30-bfb9-4ac1-b2ec-493fa8661885""><span class=""css-901oao css-16my406 r-poiln3 r-hiw28u r-qvk6io r-bcqeeo r-qvutc0"" aria-hidden=""true"">http://</span>67tool.com</a>

<span class=""css-901oao css-16my406 r-poiln3 r-bcqeeo r-qvutc0"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""22ce6b30-bfb9-4ac1-b2ec-493fa8661885"">无论是视频剪切、录屏、还是音频提取，这里都能帮你搞定 更有图表小助手等便捷功能，真的是办公、学习、生活的好帮手</span>

<img src=""https://pbs.twimg.com/media/F7UbH6PbUAAHZIn?format=jpg&amp;name=small"" alt=""图像"" />"
纪录片之家,https://www.05jl.com/,分享纪录片，分享美剧，留住这些让我们感动的电视节目。纪录片之家提供最新、最全、最经典的纪录片和美剧下载。,,娱乐休闲,,jilupianzhijia,10,2,"全球经典纪录片下载：纪录片之家 收集分享国内外各种系列和大厂的纪录片

<img src=""https://pbs.twimg.com/media/F7UYYODbwAAFcNI?format=jpg&amp;name=small"" alt=""图像"" />"
TK0123,https://www.tk0123.com/,涵盖TikTok运营培训、工具、数据分析、  供应链、视频剪辑、支付收款、账号注册等,,,,tk0123,10,2,"<div class=""css-1dbjc4n"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014"">
<div class=""css-1dbjc4n r-1s2bzr4"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014"">
<div id=""id__0vund9nb75nh"" class=""css-901oao r-18jsvk2 r-37j5jr r-1inkyih r-16dba41 r-135wba7 r-bcqeeo r-bnwqim r-qvutc0"" dir=""auto"" lang=""zh"" data-testid=""tweetText"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014""><span class=""css-901oao css-16my406 r-poiln3 r-bcqeeo r-qvutc0"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014"">专业Tiktok卖家必备工具集合：TK0123 涵盖TikTok运营培训、工具、数据分析、 供应链、视频剪辑、支付收款、账号注册等 </span><a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1cvl2hr r-1loqt21 r-poiln3 r-bcqeeo r-qvutc0"" dir=""ltr"" role=""link"" href=""https://t.co/e2xH2PvpPz"" target=""_blank"" rel=""noopener noreferrer nofollow"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014""><span class=""css-901oao css-16my406 r-poiln3 r-hiw28u r-qvk6io r-bcqeeo r-qvutc0"" aria-hidden=""true"">https://</span>tk0123.com</a></div>
</div>
</div>
<div class=""css-1dbjc4n"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014"">
<div id=""id__tosa8udyt7"" class=""css-1dbjc4n r-1ssbvtb r-1s2bzr4"" aria-labelledby=""id__zbxuyypmrbh id__5r43ojfvyoa"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014"">
<div class=""css-1dbjc4n r-9aw3ui"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014"">
<div class=""css-1dbjc4n"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014"">
<div class=""css-1dbjc4n"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014"">
<div class=""css-1dbjc4n r-1ets6dv r-1867qdf r-1phboty r-rs99b7 r-1ny4l3l r-1udh08x r-o7ynqc r-6416eg"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014"">
<div class=""css-1dbjc4n"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014"">
<div class=""css-1dbjc4n r-16y2uox r-1pi2tsx r-13qz1uu"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014"">
<div class=""css-1dbjc4n r-1adg3ll r-1udh08x"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014"">
<div class=""r-1adg3ll r-13qz1uu"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014""></div>
<div class=""r-1p0dtai r-1pi2tsx r-1d2f490 r-u8s1d r-ipm5af r-13qz1uu"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014"">
<div class=""css-1dbjc4n r-1p0dtai r-1mlwlqe r-1d2f490 r-11wrixw r-61z16t r-1udh08x r-u8s1d r-zchlnj r-ipm5af r-417010"" aria-label=""图像"" data-testid=""tweetPhoto"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014"">
<div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-4gszlv r-1p0dtai r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014""></div>
<img class=""css-9pa8cd"" draggable=""true"" src=""https://pbs.twimg.com/media/F7eslHcbIAAG84h?format=jpg&amp;name=small"" alt=""图像"" data-immersive-translate-effect=""1"" /></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
<div class=""css-1dbjc4n r-1r5su4o"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014"">
<div class=""css-1dbjc4n r-k4xj1c r-18u37iz r-1wtj0ep"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014"">
<div class=""css-1dbjc4n r-1wbh5a2 r-1b7u577"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014"">
<div class=""css-1dbjc4n r-1d09ksm r-1471scf r-18u37iz r-1wbh5a2"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014"">
<div class=""css-901oao r-18jsvk2 r-37j5jr r-a023e6 r-16dba41 r-rjixqe r-bcqeeo r-qvutc0"" dir=""ltr"" data-immersive-translate-effect=""1"" data-immersive_translate_walked=""47f1f902-02aa-4e5b-a6bf-e3e57a491014""></div>
</div>
</div>
</div>
</div>"
